National_Forest,Year,Quarter,Product,Species,Sold_Volume_MBF,Sold_Volume_CCF,Sold_Value,Sold_per_MBF,Sold_per_CCF,Cut_Volume_MBF,Cut_Volume_CCF,Cut_Value
Umpqua,2011.00,3.00,Posts,Western Red Cedar,1.00,1.50,30.00,38.46,20.00,0.00,0.00,0.00
Umpqua,2011.00,3.00,Posts,Pacific Yew,1.00,1.00,20.00,38.46,20.00,0.52,1.00,20.00
Umpqua,2011.00,3.00,Fuelwood,Fuelwood,442.00,850.00,10000.00,22.65,11.76,360.68,693.60,8160.00
Umpqua,2011.00,3.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,195.65,320.57,240.81
Umpqua,2011.00,3.00,Non-saw,Western Hemlock,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.03
Umpqua,2011.00,3.00,Non-saw,Incense Cedar,0.00,0.00,0.00,0.00,0.00,3.30,5.22,1.29
Umpqua,2011.00,3.00,Non-saw,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,2.45,3.88,0.96
Umpqua,2011.00,3.00,Non-saw,Shasta Red Fir,1.00,2.00,0.50,0.45,0.25,1.11,2.00,0.50
Umpqua,2011.00,3.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,242.74,479.32,122.40
Wallowa-Whitman,2011.00,3.00,Sawtimber,Douglas-fir,61.00,117.71,18203.15,297.29,154.64,3117.59,6064.86,206439.31
Wallowa-Whitman,2011.00,3.00,Sawtimber,Lodgepole Pine,33.00,63.21,351.45,10.69,5.56,130.16,243.30,888.78
Wallowa-Whitman,2011.00,3.00,Sawtimber,Ponderosa Pine,360.00,691.22,72713.58,202.26,105.20,3774.62,7433.58,298174.75
Wallowa-Whitman,2011.00,3.00,Sawtimber,White Fir,686.00,1319.18,149575.16,218.00,113.38,2130.95,4203.86,164887.51
Wallowa-Whitman,2011.00,3.00,Sawtimber,Western Larch,6.00,11.28,76.37,13.01,6.77,0.00,0.00,0.00
Wallowa-Whitman,2011.00,3.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,100.38,192.98,23230.17
Wallowa-Whitman,2011.00,3.00,Poles,Lodgepole Pine,21.00,38.54,578.55,27.32,15.01,27.64,50.26,754.03
Wallowa-Whitman,2011.00,3.00,Poles,Softwood Other,3.00,5.33,80.01,27.31,15.01,20.35,37.00,555.03
Wallowa-Whitman,2011.00,3.00,Fuelwood,Fuelwood,659.00,1266.50,7450.00,11.31,5.88,577.70,1110.95,6535.00
Wallowa-Whitman,2011.00,3.00,Fuelwood,Softwood Other,2642.00,5079.66,30635.00,11.60,6.03,2234.75,4297.60,26845.00
Wallowa-Whitman,2011.00,3.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,195.57,388.72,273.02
Wallowa-Whitman,2011.00,3.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,502.83,820.00,205.00
Wallowa-Whitman,2011.00,3.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,1016.52,2015.86,1425.73
Wallowa-Whitman,2011.00,3.00,Non-saw,Softwood Other,117.00,224.35,21749.00,186.38,96.94,960.27,1908.09,76949.56
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Douglas-fir,4808.00,8537.00,156808.85,32.61,18.37,17791.25,33882.82,999602.91
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,706.40,1402.08,107205.10
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Grand Fir,4287.00,7839.00,77370.93,18.05,9.87,3277.43,6054.19,169986.04
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,96.07,181.41,678.47
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,3963.65,7726.94,78010.12
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00
Okanogan-Wenatchee,2011.00,3.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17438.00
Okanogan-Wenatchee,2011.00,3.00,Poles,Lodgepole Pine,19.00,34.36,343.00,18.16,9.98,5.72,10.40,104.00
Okanogan-Wenatchee,2011.00,3.00,Poles,Miscellaneous,16.00,31.20,420.00,25.89,13.46,11.70,22.50,300.00
Okanogan-Wenatchee,2011.00,3.00,Poles,Softwood Other,8.00,15.12,374.00,47.58,24.74,6.00,11.54,300.00
Okanogan-Wenatchee,2011.00,3.00,Posts,Lodgepole Pine,1.00,2.25,60.00,50.00,26.67,0.00,0.00,0.00
Okanogan-Wenatchee,2011.00,3.00,Fuelwood,Fuelwood,5509.00,10594.40,62320.00,11.31,5.88,4524.32,8700.60,51180.00
Okanogan-Wenatchee,2011.00,3.00,Fuelwood,Softwood Other,172.00,331.00,3460.00,20.10,10.45,0.00,0.00,0.00
Okanogan-Wenatchee,2011.00,3.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1544.16,2757.93,719.10
Willamette,2011.00,3.00,Sawtimber,Douglas-fir,29270.00,54060.39,3471529.72,118.60,64.22,30378.01,55582.36,2052500.18
Willamette,2011.00,3.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,491.46,807.93,93590.61
Willamette,2011.00,3.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,1.74,2.59,446.85
Willamette,2011.00,3.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,83.80,146.73,8792.93
Willamette,2011.00,3.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,1.95,2.90,500.78
Willamette,2011.00,3.00,Sawtimber,Ineffective Purchaser Credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-307.30
Willamette,2011.00,3.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.13,1.68,290.19
Willamette,2011.00,3.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30242.69
Willamette,2011.00,3.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1.26,2.43,330.78
Willamette,2011.00,3.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,1220.17,2315.47,48745.51
Willamette,2011.00,3.00,Poles,Douglas-fir,5.00,9.15,255.00,53.57,27.87,3.04,5.85,195.00
Willamette,2011.00,3.00,Poles,Western Red Cedar,3.00,5.40,140.00,50.00,25.93,3.02,5.82,154.00
Willamette,2011.00,3.00,Posts,Western Red Cedar,4.00,6.75,135.00,38.46,20.00,1.17,2.25,45.00
Willamette,2011.00,3.00,Posts,Pacific Yew,1.00,1.25,50.00,76.92,40.00,0.00,0.00,0.00
Willamette,2011.00,3.00,Fuelwood,Fuelwood,941.00,1809.65,21830.00,23.21,12.06,882.24,1696.60,20500.00
Willamette,2011.00,3.00,Fuelwood,Red Alder,9.00,18.00,140.76,15.64,7.82,0.00,0.00,0.00
Willamette,2011.00,3.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,59.41,110.31,47.82
Willamette,2011.00,3.00,Non-saw,Incense Cedar,0.00,0.00,0.00,0.00,0.00,0.23,0.44,0.08
Willamette,2011.00,3.00,Non-saw,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.75,1.44,0.25
Willamette,2011.00,3.00,Non-saw,Softwood Other,22.00,42.31,7.52,0.34,0.18,217.19,425.00,3101.07
Colville,2011.00,3.00,Sawtimber,Douglas-fir,10818.00,20784.43,131302.61,12.14,6.32,16573.25,31765.69,1090534.38
Colville,2011.00,3.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,18.88,35.51,4608.69
Colville,2011.00,3.00,Sawtimber,Grand Fir,101.00,190.00,7818.40,77.41,41.15,2098.39,3949.67,216809.16
Colville,2011.00,3.00,Sawtimber,Lodgepole Pine,229.00,444.00,30179.70,131.79,67.97,3972.97,7599.28,530901.88
Colville,2011.00,3.00,Sawtimber,Ponderosa Pine,198.00,371.64,1199.34,6.04,3.23,189.41,376.50,14254.86
Colville,2011.00,3.00,Sawtimber,Western Red Cedar,139.00,285.00,28878.67,207.76,101.33,735.62,1435.33,52359.18
Colville,2011.00,3.00,Sawtimber,Western Larch,348.00,668.56,0.00,0.00,0.00,207.19,388.81,24607.31
Colville,2011.00,3.00,Poles,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.60
Colville,2011.00,3.00,Poles,Softwood Other,4.00,7.97,79.70,19.20,10.00,1.04,2.00,20.00
Colville,2011.00,3.00,Poles,Hardwood Other,0.00,0.00,0.00,0.00,0.00,1.87,3.60,30.00
Colville,2011.00,3.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.74,3.34,40.00
Colville,2011.00,3.00,Posts,Hardwood Other,0.00,0.00,0.00,0.00,0.00,0.26,0.50,20.00
Colville,2011.00,3.00,Fuelwood,Fuelwood,2289.00,4400.45,25885.00,11.31,5.88,3403.84,6545.85,38505.00
Colville,2011.00,3.00,Non-saw,Douglas-fir,155.00,286.61,71.65,0.46,0.25,2190.35,4075.84,1089.88
Colville,2011.00,3.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,244.59,489.18,16101.56
Colville,2011.00,3.00,Non-saw,Miscellaneous,0.00,0.00,0.00,0.00,0.00,1047.00,2013.44,503.38
Colville,2011.00,3.00,Non-saw,Western Larch,0.00,0.00,0.00,0.00,0.00,45.48,87.47,43.74
Colville,2011.00,3.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,902.69,1693.08,621.51
Colville,2011.00,3.00,Non-saw,Hardwood Other,0.00,0.00,0.00,0.00,0.00,961.53,1849.09,462.34
Columbia River Gorge,2011.00,3.00,Sawtimber,Douglas-fir,18.00,30.00,3510.30,195.02,117.01,18.00,30.00,3510.30
Columbia River Gorge,2011.00,3.00,Sawtimber,Western Hemlock,15.00,32.00,6013.44,400.90,187.92,15.00,32.00,6013.50
Deschutes,2011.00,4.00,Sawtimber,Douglas-fir,823.00,1492.48,73415.09,89.26,49.19,56.00,98.95,717.66
Deschutes,2011.00,4.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,150.16,411.14,1232.54
Deschutes,2011.00,4.00,Sawtimber,Lodgepole Pine,4613.00,9262.01,412136.61,89.35,44.50,10090.64,20761.90,312039.37
Deschutes,2011.00,4.00,Sawtimber,Ponderosa Pine,13556.00,24995.88,1230443.05,90.76,49.23,16222.33,32174.12,779928.67
Deschutes,2011.00,4.00,Sawtimber,White Fir,2854.00,5334.69,195897.08,68.63,36.72,2510.59,4897.44,77287.32
Deschutes,2011.00,4.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,6.22,10.91,329.21
Deschutes,2011.00,4.00,Poles,Lodgepole Pine,157.00,285.19,2690.00,17.15,9.43,213.83,389.18,4244.53
Deschutes,2011.00,4.00,Poles,Softwood Other,19.00,34.72,868.00,45.45,25.00,21.96,39.92,998.00
Deschutes,2011.00,4.00,Fuelwood,Fuelwood,4641.00,8925.44,105190.00,22.67,11.79,4707.51,9052.93,108944.00
Deschutes,2011.00,4.00,Fuelwood,Lodgepole Pine,278.00,535.50,6300.00,22.63,11.76,315.15,606.05,7130.00
Deschutes,2011.00,4.00,Fuelwood,Ponderosa Pine,2.00,3.40,40.00,22.60,11.76,1.77,3.40,40.00
Deschutes,2011.00,4.00,Fuelwood,Softwood Other,744.00,1431.40,16840.00,22.62,11.76,1435.62,2760.80,32300.00
Deschutes,2011.00,4.00,Non-saw,Lodgepole Pine,1.00,2.00,100.00,96.15,50.00,1636.30,3175.58,21941.14
Deschutes,2011.00,4.00,Non-saw,Softwood Other,874.00,1680.00,3360.00,3.85,2.00,5110.62,10942.94,8351.09
Fremont-Winema,2011.00,4.00,Sawtimber,Douglas-fir,8.00,13.05,970.66,118.52,74.38,2.23,3.00,600.00
Fremont-Winema,2011.00,4.00,Sawtimber,Lodgepole Pine,10055.00,20077.70,720368.25,71.65,35.88,13319.08,26619.35,1054499.84
Fremont-Winema,2011.00,4.00,Sawtimber,Ponderosa Pine,11049.00,22630.21,499949.68,45.25,22.09,18368.65,36725.23,766142.98
Fremont-Winema,2011.00,4.00,Sawtimber,White Fir,4689.00,9655.10,139127.76,29.67,14.41,12110.54,25463.21,1000842.67
Fremont-Winema,2011.00,4.00,Poles,Lodgepole Pine,125.00,239.80,1235.75,9.91,5.15,98.17,189.85,964.30
Fremont-Winema,2011.00,4.00,Posts,Incense Cedar,3.00,5.00,20.00,7.69,4.00,2.60,5.00,20.00
Fremont-Winema,2011.00,4.00,Posts,Juniper,219.00,421.50,126.00,0.57,0.30,120.90,232.50,150.00
Fremont-Winema,2011.00,4.00,Posts,Lodgepole Pine,516.00,992.38,3969.50,7.69,4.00,373.10,717.50,2830.00
Fremont-Winema,2011.00,4.00,Fuelwood,Fuelwood,7562.00,14543.00,75600.00,10.00,5.20,7616.96,14648.00,5905.00
Fremont-Winema,2011.00,4.00,Non-saw,Lodgepole Pine,59.00,114.00,960.00,16.19,8.42,1424.63,2835.50,1503.11
Fremont-Winema,2011.00,4.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,402.94,771.20,338.74
Fremont-Winema,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,5778.66,11858.59,2967.05
Gifford Pinchot,2011.00,4.00,Sawtimber,Douglas-fir,16705.00,32034.00,1804620.01,108.03,56.33,15355.72,28910.23,1333588.76
Gifford Pinchot,2011.00,4.00,Sawtimber,Western Hemlock,1738.00,3270.00,9810.00,5.64,3.00,0.00,0.00,100.02
Gifford Pinchot,2011.00,4.00,Poles,Softwood Other,2.00,4.35,145.00,64.16,33.33,2.10,4.05,135.00
Gifford Pinchot,2011.00,4.00,Posts,Western Red Cedar,1.00,1.93,77.08,77.08,39.94,1.00,1.93,77.08
Gifford Pinchot,2011.00,4.00,Posts,Softwood Other,3.00,5.50,220.00,76.92,40.00,1.56,3.00,120.00
Gifford Pinchot,2011.00,4.00,Fuelwood,Douglas-fir,155.00,298.35,10481.17,67.56,35.13,182.46,350.90,11694.67
Gifford Pinchot,2011.00,4.00,Fuelwood,Fuelwood,2869.00,5517.35,32455.00,11.31,5.88,2976.87,5724.75,33675.00
Malheur,2011.00,4.00,Sawtimber,Douglas-fir,6235.00,12071.30,964438.57,154.69,79.90,2459.66,4837.62,215318.07
Malheur,2011.00,4.00,Sawtimber,Lodgepole Pine,164.00,318.54,1489.76,9.07,4.68,382.63,719.52,3811.32
Malheur,2011.00,4.00,Sawtimber,Ponderosa Pine,8768.00,16967.03,745194.02,84.99,43.92,5314.61,10251.45,242418.79
Malheur,2011.00,4.00,Sawtimber,White Fir,3947.00,7916.96,422928.75,107.14,53.42,4537.33,8842.05,561938.27
Malheur,2011.00,4.00,Sawtimber,Western Larch,6.00,8.32,274.36,45.05,32.98,5.83,8.00,261.56
Malheur,2011.00,4.00,Poles,Juniper,1.00,2.00,20.00,19.23,10.00,0.00,0.00,0.00
Malheur,2011.00,4.00,Poles,Lodgepole Pine,46.00,87.80,878.00,19.23,10.00,42.79,82.29,823.10
Malheur,2011.00,4.00,Poles,Western Larch,3.00,6.00,60.00,19.23,10.00,1.04,2.00,20.00
Malheur,2011.00,4.00,Posts,Juniper,1.00,2.00,40.00,38.46,20.00,0.52,1.00,20.00
Malheur,2011.00,4.00,Posts,Lodgepole Pine,0.00,0.50,10.00,38.46,20.00,0.00,0.00,0.00
Malheur,2011.00,4.00,Fuelwood,Fuelwood,3249.00,6247.50,36750.00,11.31,5.88,3414.02,6565.40,38580.00
Malheur,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,654.94,1594.20,78486.00
Mount Baker/Snoqualmie,2011.00,4.00,Sawtimber,Douglas-fir,1465.00,2817.30,161671.67,110.33,57.39,3251.81,6026.74,71526.28
Mount Baker/Snoqualmie,2011.00,4.00,Sawtimber,Western Hemlock,3369.00,6478.20,370363.05,109.92,57.17,2672.92,4968.71,39733.38
Mount Baker/Snoqualmie,2011.00,4.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,41.60,80.00,240.00
Mount Baker/Snoqualmie,2011.00,4.00,Sawtimber,Western Red Cedar,18.00,34.80,2260.80,124.91,64.97,160.19,299.49,5411.85
Mount Baker/Snoqualmie,2011.00,4.00,Poles,Softwood Other,1.00,2.22,43.66,37.97,19.67,1.15,2.22,43.66
Mount Baker/Snoqualmie,2011.00,4.00,Fuelwood,Fuelwood,1417.00,2726.80,32430.00,22.89,11.89,1409.54,2710.65,32170.00
Mount Baker/Snoqualmie,2011.00,4.00,Fuelwood,Softwood Other,2.00,4.25,100.00,45.25,23.53,2.21,4.25,100.00
Mount Hood,2011.00,4.00,Sawtimber,Douglas-fir,20113.00,38504.30,1602361.39,79.67,41.62,16736.86,31030.72,1696406.45
Mount Hood,2011.00,4.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,2426.03,4611.26,185188.74
Mount Hood,2011.00,4.00,Sawtimber,Western Hemlock,1566.00,3007.00,277751.24,177.38,92.37,3154.48,5799.59,285135.02
Mount Hood,2011.00,4.00,Sawtimber,Lodgepole Pine,6787.00,13161.41,434708.69,64.05,33.03,0.00,0.00,0.00
Mount Hood,2011.00,4.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,2282.08,4478.31,137784.38
Mount Hood,2011.00,4.00,Poles,Miscellaneous,5.00,8.70,553.90,122.00,63.67,1.76,3.39,215.83
Mount Hood,2011.00,4.00,Posts,Western Red Cedar,0.00,0.50,20.00,76.92,40.00,0.26,0.50,20.00
Mount Hood,2011.00,4.00,Fuelwood,Fuelwood,2905.00,5587.05,65730.00,22.63,11.76,3096.21,5954.25,70020.00
Mount Hood,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1394.30,2638.84,1147.92
Ochoco,2011.00,4.00,Sawtimber,Douglas-fir,4447.00,8892.52,359848.67,80.92,40.47,4261.31,8611.63,107533.56
Ochoco,2011.00,4.00,Sawtimber,Ponderosa Pine,3125.00,6417.14,66518.19,21.28,10.37,4777.43,9702.50,47885.95
Ochoco,2011.00,4.00,Sawtimber,White Fir,3949.00,7901.87,205974.56,52.15,26.07,625.04,1269.17,16014.08
Ochoco,2011.00,4.00,Poles,Douglas-fir,4.00,7.50,150.00,38.46,20.00,3.90,7.50,150.00
Ochoco,2011.00,4.00,Poles,Juniper,1.00,1.20,24.00,38.71,20.00,0.62,1.20,24.00
Ochoco,2011.00,4.00,Poles,Lodgepole Pine,5.00,10.47,209.40,38.49,20.00,5.53,10.62,227.80
Ochoco,2011.00,4.00,Posts,Juniper,2.00,4.00,80.00,38.46,20.00,2.08,4.00,80.00
Ochoco,2011.00,4.00,Posts,Lodgepole Pine,4.00,7.00,140.00,38.46,20.00,4.94,9.50,190.00
Ochoco,2011.00,4.00,Fuelwood,Fuelwood,2261.00,4347.35,51145.00,22.63,11.76,2415.52,4645.25,54650.00
Ochoco,2011.00,4.00,Fuelwood,Juniper,19.00,37.40,440.00,22.67,11.76,19.45,37.40,440.00
Ochoco,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,378.69,730.69,331.26
Olympic,2011.00,4.00,Sawtimber,Douglas-fir,7136.00,13206.27,526890.95,73.84,39.90,3275.22,6479.98,61699.63
Olympic,2011.00,4.00,Sawtimber,Western Hemlock,11083.00,20296.61,922953.70,83.28,45.47,9159.40,17272.20,340223.81
Olympic,2011.00,4.00,Sawtimber,Red Alder,426.00,794.40,4811.52,11.29,6.06,0.00,0.00,0.00
Olympic,2011.00,4.00,Posts,Western Red Cedar,1.00,2.25,45.00,38.46,20.00,1.17,2.25,45.00
Olympic,2011.00,4.00,Fuelwood,Fuelwood,1505.00,2893.40,17020.00,11.31,5.88,1581.03,3040.45,17885.00
Olympic,2011.00,4.00,Fuelwood,Softwood Other,14.00,27.20,160.00,11.32,5.88,13.26,25.50,150.00
Rogue River-Siskiyou,2011.00,4.00,Sawtimber,Douglas-fir,28361.00,54215.60,1971028.94,69.50,36.36,24690.34,48151.72,1671032.19
Rogue River-Siskiyou,2011.00,4.00,Sawtimber,Ponderosa Pine,2708.00,5467.73,7022.60,2.59,1.28,1540.60,3061.69,3670.78
Rogue River-Siskiyou,2011.00,4.00,Sawtimber,White Fir,5585.00,9816.55,684347.34,122.53,69.71,1471.23,2310.15,117913.91
Rogue River-Siskiyou,2011.00,4.00,Poles,Miscellaneous,4.00,7.95,265.00,64.48,33.33,4.82,9.27,345.00
Rogue River-Siskiyou,2011.00,4.00,Poles,Pacific Yew,0.00,0.30,20.00,125.00,66.67,0.16,0.30,20.00
Rogue River-Siskiyou,2011.00,4.00,Posts,Miscellaneous,2.00,4.00,80.00,38.46,20.00,2.08,4.00,80.00
Rogue River-Siskiyou,2011.00,4.00,Fuelwood,Fuelwood,1079.00,2076.13,24425.00,22.64,11.76,1104.33,2123.73,24985.00
Rogue River-Siskiyou,2011.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,135.90,252.57,68.80
Rogue River-Siskiyou,2011.00,4.00,Non-saw,White Fir,13.00,19.00,9.23,0.71,0.49,0.00,0.00,0.00
Siuslaw,2011.00,4.00,Sawtimber,Douglas-fir,32781.00,62199.97,3913443.98,119.38,62.92,49504.46,99162.82,3698806.53
Siuslaw,2011.00,4.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,1935.91,5447.60,47323.43
Siuslaw,2011.00,4.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,5719.52,12196.16,216719.19
Siuslaw,2011.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.74,2.08,16.50
Siuslaw,2011.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-102390.95
Siuslaw,2011.00,4.00,Pulpwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,1942.52,4286.93,12585.30
Siuslaw,2011.00,4.00,Poles,Douglas-fir,1.00,1.60,40.00,45.45,25.00,0.88,1.60,40.00
Siuslaw,2011.00,4.00,Poles,Red Alder,0.00,0.00,0.00,0.00,0.00,0.44,0.80,20.00
Siuslaw,2011.00,4.00,Fuelwood,Fuelwood,1318.00,2534.70,29820.00,22.63,11.76,1234.51,2374.05,27930.00
Umatilla,2011.00,4.00,Sawtimber,Douglas-fir,3990.00,7572.66,286100.76,71.70,37.78,2387.34,4566.46,195929.07
Umatilla,2011.00,4.00,Sawtimber,Ponderosa Pine,1991.00,3838.98,108000.70,54.23,28.13,646.90,1262.96,53250.03
Umatilla,2011.00,4.00,Sawtimber,White Fir,1284.00,2529.54,67069.59,52.26,26.51,2089.15,4054.82,176607.91
Umatilla,2011.00,4.00,Poles,Lodgepole Pine,43.00,78.25,1565.00,36.36,20.00,50.96,92.65,1853.00
Umatilla,2011.00,4.00,Poles,Softwood Other,1.00,1.20,20.00,32.26,16.67,0.62,1.20,20.00
Umatilla,2011.00,4.00,Fuelwood,Fuelwood,1.00,1.49,132.46,172.02,88.90,0.88,1.70,151.38
Umatilla,2011.00,4.00,Fuelwood,Softwood Other,5239.00,10075.15,51214.00,9.78,5.08,5845.25,11240.87,56931.70
Umatilla,2011.00,4.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,483.43,929.45,99992.00
Umatilla,2011.00,4.00,Non-saw,White Fir,2008.00,4180.49,306913.64,152.87,73.42,4663.47,9127.06,680643.10
Umatilla,2011.00,4.00,Non-saw,Softwood Other,4226.00,8124.68,1461616.00,345.88,179.90,270.71,520.50,56840.00
Umpqua,2011.00,4.00,Sawtimber,Douglas-fir,44089.00,79061.57,5548615.04,125.85,70.18,42448.29,79446.89,2368182.77
Umpqua,2011.00,4.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,81.96,201.52,491.76
Umpqua,2011.00,4.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,15.29,26.52,1078.31
Umpqua,2011.00,4.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,80.69,123.31,2605.51
Umpqua,2011.00,4.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,11.10,20.42,859.83
Umpqua,2011.00,4.00,Sawtimber,Lodgepole Pine,17.00,35.00,35.00,2.10,1.00,73.86,126.64,4916.30
Umpqua,2011.00,4.00,Sawtimber,Mountain Hemlock,0.00,0.00,0.00,0.00,0.00,0.77,1.13,19.25
Umpqua,2011.00,4.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,568.11,966.98,36785.16
Umpqua,2011.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.28,2.02,36.55
Umpqua,2011.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7450.56
Umpqua,2011.00,4.00,Sawtimber,Shasta Red Fir,4.00,7.00,37.10,9.54,5.30,179.54,264.92,4428.35
Umpqua,2011.00,4.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,1.23,1.95,35.11
Umpqua,2011.00,4.00,Sawtimber,White Fir,119.00,190.00,7259.90,61.20,38.21,734.70,1235.76,58474.23
Umpqua,2011.00,4.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,34.93,55.61,1581.33
Umpqua,2011.00,4.00,Poles,Douglas-fir,2.00,2.80,70.00,45.45,25.00,1.54,2.80,70.00
Umpqua,2011.00,4.00,Poles,Lodgepole Pine,25.00,46.00,460.00,18.18,10.00,30.80,56.00,560.00
Umpqua,2011.00,4.00,Posts,Western Red Cedar,1.00,1.50,30.00,38.46,20.00,0.78,1.50,30.00
Umpqua,2011.00,4.00,Posts,Pacific Yew,1.00,1.00,20.00,38.46,20.00,0.52,1.00,20.00
Umpqua,2011.00,4.00,Fuelwood,Fuelwood,595.00,1145.04,13471.00,22.65,11.76,606.87,1167.05,13730.00
Umpqua,2011.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,262.13,442.57,301.49
Umpqua,2011.00,4.00,Non-saw,Western Hemlock,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.03
Umpqua,2011.00,4.00,Non-saw,Incense Cedar,0.00,0.00,0.00,0.00,0.00,3.30,5.22,1.29
Umpqua,2011.00,4.00,Non-saw,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,2.45,3.88,0.96
Umpqua,2011.00,4.00,Non-saw,Shasta Red Fir,1.00,2.00,0.50,0.45,0.25,1.11,2.00,0.50
Umpqua,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,409.19,813.18,211.25
Wallowa-Whitman,2011.00,4.00,Sawtimber,Douglas-fir,972.00,1896.37,167597.26,172.39,88.38,6276.57,12320.83,332162.20
Wallowa-Whitman,2011.00,4.00,Sawtimber,Lodgepole Pine,419.00,822.60,1110.84,2.65,1.35,690.53,1299.29,5090.82
Wallowa-Whitman,2011.00,4.00,Sawtimber,Ponderosa Pine,782.00,1502.88,188785.58,241.52,125.62,5862.25,11627.95,394330.32
Wallowa-Whitman,2011.00,4.00,Sawtimber,White Fir,1159.00,2348.88,164910.51,142.27,70.21,4302.45,8666.51,186095.05
Wallowa-Whitman,2011.00,4.00,Sawtimber,Western Larch,6.00,11.28,76.37,13.01,6.77,5.72,11.00,74.47
