National_Forest,Year,Quarter,Product,Species,Sold_Volume_MBF,Sold_Volume_CCF,Sold_Value,Sold_per_MBF,Sold_per_CCF,Cut_Volume_MBF,Cut_Volume_CCF,Cut_Value
Deschutes,2011.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,704.60,1322.21,3147.92
Deschutes,2011.00,1.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,2.88,5.05,164.95
Deschutes,2011.00,1.00,Poles,Lodgepole Pine,34.00,62.40,450.00,13.11,7.21,70.08,127.93,1142.11
Deschutes,2011.00,1.00,Poles,Softwood Other,5.00,9.52,238.00,45.42,25.00,10.30,18.72,468.00
Deschutes,2011.00,1.00,Fuelwood,Fuelwood,1561.00,3001.36,35385.00,22.67,11.79,2093.09,4025.18,47550.00
Deschutes,2011.00,1.00,Fuelwood,Lodgepole Pine,127.00,243.95,2870.00,22.62,11.76,148.07,284.75,3350.00
Deschutes,2011.00,1.00,Fuelwood,Softwood Other,744.00,1431.40,16840.00,22.62,11.76,1272.08,2446.30,28600.00
Deschutes,2011.00,1.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,13.16,26.92,13.46
Deschutes,2011.00,1.00,Non-saw,Softwood Other,229.00,440.00,880.00,3.85,2.00,1767.79,3802.00,3629.71
Fremont-Winema,2011.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,5174.30,10321.21,571421.45
Fremont-Winema,2011.00,1.00,Sawtimber,Ponderosa Pine,2768.00,5792.04,214481.70,77.49,37.03,5013.09,10030.10,160432.23
Fremont-Winema,2011.00,1.00,Sawtimber,White Fir,352.00,745.41,12411.08,35.24,16.65,3617.23,7675.18,210004.76
Fremont-Winema,2011.00,1.00,Poles,Lodgepole Pine,22.00,42.74,220.40,9.92,5.16,33.49,64.41,322.05
Fremont-Winema,2011.00,1.00,Posts,Juniper,0.00,0.00,0.00,0.00,0.00,6.50,12.50,50.00
Fremont-Winema,2011.00,1.00,Posts,Lodgepole Pine,81.00,156.25,625.00,7.69,4.00,92.69,178.25,713.00
Fremont-Winema,2011.00,1.00,Fuelwood,Fuelwood,1587.00,3051.00,15570.00,9.81,5.10,2792.92,5371.00,27280.00
Fremont-Winema,2011.00,1.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1396.55,2781.50,1143.11
Fremont-Winema,2011.00,1.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,327.60,630.00,6.30
Fremont-Winema,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,888.27,1740.20,300.14
Gifford Pinchot,2011.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,8410.68,15710.63,585137.97
Gifford Pinchot,2011.00,1.00,Poles,Softwood Other,1.00,1.50,50.00,64.10,33.33,0.62,1.20,40.00
Gifford Pinchot,2011.00,1.00,Posts,Western Red Cedar,1.00,1.93,77.08,77.08,39.94,0.00,0.00,0.00
Gifford Pinchot,2011.00,1.00,Fuelwood,Douglas-fir,0.00,0.00,0.00,0.00,0.00,26.00,50.00,564.50
Gifford Pinchot,2011.00,1.00,Fuelwood,Fuelwood,488.00,937.55,5515.00,11.31,5.88,706.31,1358.30,7990.00
Malheur,2011.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,630.67,1212.73,93098.07
Malheur,2011.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1.33,2.55,2.55
Malheur,2011.00,1.00,Sawtimber,Ponderosa Pine,15.00,28.00,2606.80,179.04,93.10,1609.91,3095.94,97877.79
Malheur,2011.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1673.68,3218.10,331222.42
Malheur,2011.00,1.00,Poles,Lodgepole Pine,5.00,8.94,89.40,19.23,10.00,14.02,26.67,269.90
Malheur,2011.00,1.00,Fuelwood,Fuelwood,616.00,1184.90,6970.00,11.31,5.88,1258.38,2419.95,14235.00
Malheur,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,388.02,746.20,78064.00
Mount Baker/Snoqualmie,2011.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1357.10,2526.56,35215.30
Mount Baker/Snoqualmie,2011.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,520.23,965.00,11890.80
Mount Baker/Snoqualmie,2011.00,1.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,41.60,80.00,240.00
Mount Baker/Snoqualmie,2011.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,44.08,82.00,1047.20
Mount Baker/Snoqualmie,2011.00,1.00,Poles,Softwood Other,1.00,1.20,23.60,38.06,19.67,0.62,1.20,23.60
Mount Baker/Snoqualmie,2011.00,1.00,Fuelwood,Fuelwood,451.00,868.70,10220.00,22.64,11.76,456.15,877.20,10320.00
Mount Baker/Snoqualmie,2011.00,1.00,Fuelwood,Softwood Other,2.00,4.25,100.00,45.25,23.53,2.21,4.25,100.00
Mount Hood,2011.00,1.00,Sawtimber,Douglas-fir,831.00,1540.92,120993.04,145.61,78.52,2381.23,4278.95,263834.40
Mount Hood,2011.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,748.59,1428.42,56379.23
Mount Hood,2011.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,338.43,656.43,16135.57
Mount Hood,2011.00,1.00,Poles,Miscellaneous,0.00,0.90,57.30,121.91,63.67,0.54,1.05,66.85
Mount Hood,2011.00,1.00,Fuelwood,Fuelwood,732.00,1408.45,16570.00,22.63,11.76,1497.05,2878.95,33840.00
Mount Hood,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,197.60,377.00,175.00
Ochoco,2011.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,381.40,776.95,2455.16
Ochoco,2011.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,1151.07,2350.11,4918.31
Ochoco,2011.00,1.00,Poles,Lodgepole Pine,1.00,1.05,21.00,38.18,20.00,4.48,8.61,187.60
Ochoco,2011.00,1.00,Posts,Lodgepole Pine,1.00,1.00,20.00,38.46,20.00,1.82,3.50,70.00
Ochoco,2011.00,1.00,Fuelwood,Fuelwood,714.00,1374.03,16165.00,22.63,11.76,1063.00,2044.25,24050.00
Ochoco,2011.00,1.00,Fuelwood,Juniper,1.00,1.70,20.00,22.73,11.76,0.00,0.00,0.00
Ochoco,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,36.82,75.17,24.34
Olympic,2011.00,1.00,Sawtimber,Douglas-fir,1204.00,2268.01,2291.60,1.90,1.01,692.86,1507.35,13715.25
Olympic,2011.00,1.00,Sawtimber,Western Hemlock,298.00,561.62,567.46,1.90,1.01,3391.66,6452.35,83866.51
Olympic,2011.00,1.00,Posts,Western Red Cedar,1.00,1.25,25.00,38.46,20.00,0.00,0.00,0.00
Olympic,2011.00,1.00,Fuelwood,Fuelwood,335.00,643.45,3785.00,11.31,5.88,430.95,828.75,4875.00
Olympic,2011.00,1.00,Fuelwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,8.84,17.00,100.00
Rogue River-Siskiyou,2011.00,1.00,Sawtimber,Douglas-fir,3.00,5.23,196.30,72.17,37.53,3059.51,5649.89,85157.49
Rogue River-Siskiyou,2011.00,1.00,Sawtimber,Ponderosa Pine,1047.00,2249.98,3615.00,3.45,1.61,88.21,189.58,304.59
Rogue River-Siskiyou,2011.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,521.86,820.68,39074.99
Rogue River-Siskiyou,2011.00,1.00,Poles,Miscellaneous,2.00,3.00,100.00,64.52,33.33,1.70,3.27,145.00
Rogue River-Siskiyou,2011.00,1.00,Fuelwood,Fuelwood,363.00,698.70,8220.00,22.64,11.76,330.62,635.80,7480.00
Rogue River-Siskiyou,2011.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,31.14,58.77,16.22
Siuslaw,2011.00,1.00,Sawtimber,Douglas-fir,6780.00,12911.82,950971.04,140.25,73.65,13700.90,27581.55,846071.06
Siuslaw,2011.00,1.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,477.83,1345.44,9556.60
Siuslaw,2011.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,1722.46,3295.00,26916.33
Siuslaw,2011.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.34,0.95,6.80
Siuslaw,2011.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-86002.99
Siuslaw,2011.00,1.00,Pulpwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,509.22,1107.77,3201.00
Siuslaw,2011.00,1.00,Poles,Red Alder,0.00,0.00,0.00,0.00,0.00,0.44,0.80,20.00
Siuslaw,2011.00,1.00,Fuelwood,Fuelwood,661.00,1270.75,14950.00,22.62,11.76,334.59,643.45,7570.00
Umatilla,2011.00,1.00,Sawtimber,Douglas-fir,3121.00,5925.96,195319.64,62.59,32.96,588.63,1116.99,50841.24
Umatilla,2011.00,1.00,Sawtimber,Ponderosa Pine,1573.00,3004.98,90947.27,57.82,30.27,-35.64,-65.42,28138.31
Umatilla,2011.00,1.00,Sawtimber,White Fir,572.00,1121.91,36978.15,64.68,32.96,623.93,1183.33,45588.39
Umatilla,2011.00,1.00,Poles,Lodgepole Pine,19.00,35.20,704.00,36.36,20.00,32.67,59.40,1188.00
Umatilla,2011.00,1.00,Fuelwood,Softwood Other,1474.00,2834.20,14209.00,9.64,5.01,2732.17,5254.17,26621.70
Umatilla,2011.00,1.00,Non-saw,White Fir,1098.00,2430.56,607.64,0.55,25.00,2900.82,5580.17,536332.47
Umatilla,2011.00,1.00,Non-saw,Softwood Other,653.00,1256.36,137200.00,209.96,109.20,205.37,394.86,43120.00
Umpqua,2011.00,1.00,Sawtimber,Douglas-fir,4196.00,7385.69,57771.35,13.77,7.82,6166.83,11627.83,236064.07
Umpqua,2011.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,9.55,15.11,272.65
Umpqua,2011.00,1.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,11.00,20.24,852.50
Umpqua,2011.00,1.00,Sawtimber,Lodgepole Pine,17.00,35.00,35.00,2.10,1.00,0.00,0.00,0.00
Umpqua,2011.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.28,2.02,36.55
Umpqua,2011.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3263.71
Umpqua,2011.00,1.00,Sawtimber,Shasta Red Fir,4.00,7.00,37.10,9.54,5.30,3.89,7.00,37.10
Umpqua,2011.00,1.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,1.23,1.95,35.11
Umpqua,2011.00,1.00,Sawtimber,White Fir,119.00,190.00,7259.90,61.20,38.21,62.74,100.43,3727.88
Umpqua,2011.00,1.00,Poles,Lodgepole Pine,3.00,6.00,60.00,18.18,10.00,9.90,18.00,180.00
Umpqua,2011.00,1.00,Posts,Pacific Yew,1.00,1.00,20.00,38.46,20.00,0.52,1.00,20.00
Umpqua,2011.00,1.00,Fuelwood,Fuelwood,115.00,221.00,2600.00,22.65,11.76,165.32,317.90,37400.00
Wallowa-Whitman,2011.00,1.00,Sawtimber,Douglas-fir,1.00,1.05,3.15,5.73,3.00,1437.93,2785.76,38803.85
Wallowa-Whitman,2011.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,130.16,243.30,888.78
Wallowa-Whitman,2011.00,1.00,Sawtimber,Ponderosa Pine,38.00,73.89,668.64,17.40,9.05,969.51,1893.65,122365.54
Wallowa-Whitman,2011.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1133.09,2256.37,13082.38
Wallowa-Whitman,2011.00,1.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,100.38,192.98,23230.17
Wallowa-Whitman,2011.00,1.00,Poles,Lodgepole Pine,5.00,9.32,140.02,27.35,15.02,26.18,47.60,714.02
Wallowa-Whitman,2011.00,1.00,Poles,Softwood Other,3.00,5.33,80.01,27.31,15.01,17.42,31.67,475.02
Wallowa-Whitman,2011.00,1.00,Fuelwood,Fuelwood,173.00,332.35,1955.00,11.31,5.88,529.96,1019.15,5995.00
Wallowa-Whitman,2011.00,1.00,Fuelwood,Softwood Other,846.00,1627.75,9975.00,11.78,6.13,1948.34,3746.80,23550.00
Wallowa-Whitman,2011.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,162.81,325.72,241.52
Wallowa-Whitman,2011.00,1.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,85.85,140.00,35.00
Wallowa-Whitman,2011.00,1.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,408.14,746.70,472.23
Wallowa-Whitman,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,443.78,905.17,42489.19
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Douglas-fir,4566.00,8071.00,155410.85,34.04,19.26,3213.39,5991.51,190178.57
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Engelmann Spruce,4287.00,0.00,0.00,0.00,0.00,7.03,14.00,1521.80
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Grand Fir,0.00,7839.00,77370.93,18.05,9.87,1660.92,3070.59,104863.23
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,26.55,50.14,187.52
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,522.25,1002.51,15615.54
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00
Okanogan-Wenatchee,2011.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1000.00
Okanogan-Wenatchee,2011.00,1.00,Poles,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,5.72,10.40,104.00
Okanogan-Wenatchee,2011.00,1.00,Poles,Miscellaneous,5.00,9.00,120.00,25.64,13.33,8.58,16.50,220.00
Okanogan-Wenatchee,2011.00,1.00,Poles,Softwood Other,6.00,11.54,300.00,50.00,26.00,0.00,0.00,0.00
Okanogan-Wenatchee,2011.00,1.00,Fuelwood,Fuelwood,1422.00,2733.60,16080.00,11.31,5.88,3261.07,6271.30,36890.00
Okanogan-Wenatchee,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,397.84,734.66,192.94
Willamette,2011.00,1.00,Sawtimber,Douglas-fir,3003.00,5947.28,334349.08,111.36,56.22,15615.58,28439.57,1084607.82
Willamette,2011.00,1.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,155.07,254.93,29531.09
Willamette,2011.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,52.48,101.70,1017.00
Willamette,2011.00,1.00,Sawtimber,Ineffective Purchaser Credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-307.30
Willamette,2011.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11894.49
Willamette,2011.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,-0.03,-0.05,-0.50
Willamette,2011.00,1.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,1220.17,2315.47,48745.51
Willamette,2011.00,1.00,Poles,Douglas-fir,1.00,1.50,50.00,64.10,33.33,0.00,0.00,0.00
Willamette,2011.00,1.00,Poles,Western Red Cedar,1.00,2.40,40.00,32.00,16.67,2.40,4.62,114.00
Willamette,2011.00,1.00,Posts,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.65,1.25,25.00
Willamette,2011.00,1.00,Fuelwood,Fuelwood,274.00,527.85,6250.00,22.78,11.84,496.37,954.55,11230.00
Willamette,2011.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,21.73,40.00,20.00
Willamette,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,217.19,425.00,3101.07
Colville,2011.00,1.00,Sawtimber,Douglas-fir,533.00,1010.86,34439.89,64.60,34.07,7145.09,13707.31,463719.39
Colville,2011.00,1.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,14.62,27.50,3546.55
Colville,2011.00,1.00,Sawtimber,Grand Fir,101.00,190.00,7818.40,77.41,41.15,623.11,1173.72,133732.31
Colville,2011.00,1.00,Sawtimber,Lodgepole Pine,229.00,444.00,30179.70,131.79,67.97,1938.73,3693.09,272183.97
Colville,2011.00,1.00,Sawtimber,Ponderosa Pine,198.00,371.64,1199.34,6.04,3.23,106.06,208.46,9979.83
Colville,2011.00,1.00,Sawtimber,Western Red Cedar,139.00,285.00,28878.67,207.76,101.33,241.80,470.99,14942.78
Colville,2011.00,1.00,Sawtimber,Western Larch,0.00,0.00,0.00,0.00,0.00,26.62,49.96,2866.70
Colville,2011.00,1.00,Poles,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.60
Colville,2011.00,1.00,Poles,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.04,2.00,20.00
Colville,2011.00,1.00,Poles,Hardwood Other,0.00,0.00,0.00,0.00,0.00,1.87,3.60,30.00
Colville,2011.00,1.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.74,3.34,40.00
Colville,2011.00,1.00,Posts,Hardwood Other,0.00,0.00,0.00,0.00,0.00,0.26,0.50,20.00
Colville,2011.00,1.00,Fuelwood,Fuelwood,787.00,1513.00,8900.00,11.31,5.88,2797.41,5379.65,31645.00
Colville,2011.00,1.00,Non-saw,Douglas-fir,155.00,286.61,71.65,0.46,0.25,951.01,1790.43,511.02
Colville,2011.00,1.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,50.54,301.08,9910.12
Colville,2011.00,1.00,Non-saw,Miscellaneous,0.00,0.00,0.00,0.00,0.00,18.21,35.01,8.76
Colville,2011.00,1.00,Non-saw,Western Larch,0.00,0.00,0.00,0.00,0.00,45.48,87.47,43.74
Colville,2011.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,740.74,1394.53,546.86
Colville,2011.00,1.00,Non-saw,Hardwood Other,0.00,0.00,0.00,0.00,0.00,334.46,643.19,160.82
Deschutes,2011.00,2.00,Sawtimber,Douglas-fir,1712.00,0.00,0.00,0.00,0.00,35.28,65.53,617.40
Deschutes,2011.00,2.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,24.37,68.00,68.00
Deschutes,2011.00,2.00,Sawtimber,Lodgepole Pine,0.00,3449.71,118152.57,69.01,34.25,6265.87,12838.34,250424.95
Deschutes,2011.00,2.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,5772.71,12155.75,99893.80
Deschutes,2011.00,2.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1297.49,2507.88,34643.35
Deschutes,2011.00,2.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,6.22,10.91,329.21
Deschutes,2011.00,2.00,Poles,Lodgepole Pine,54.00,98.06,825.02,15.30,8.41,89.66,163.53,1442.11
Deschutes,2011.00,2.00,Poles,Softwood Other,5.00,9.52,238.00,45.42,25.00,10.30,18.72,468.00
Deschutes,2011.00,2.00,Fuelwood,Fuelwood,1578.00,3033.66,35765.00,22.67,11.79,2771.12,5329.08,65059.00
Deschutes,2011.00,2.00,Fuelwood,Lodgepole Pine,127.00,243.95,2870.00,22.62,11.76,205.98,396.10,4660.00
Deschutes,2011.00,2.00,Fuelwood,Ponderosa Pine,2.00,3.40,40.00,22.60,11.76,0.00,0.00,0.00
Deschutes,2011.00,2.00,Fuelwood,Softwood Other,744.00,1431.40,16840.00,22.62,11.79,1435.62,2760.80,32300.00
Deschutes,2011.00,2.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,383.47,766.06,1491.74
Deschutes,2011.00,2.00,Non-saw,Softwood Other,229.00,440.00,880.00,3.85,2.00,2426.89,5385.63,4472.24
Fremont-Winema,2011.00,2.00,Sawtimber,Lodgepole Pine,2.00,4.14,760.52,353.73,183.70,8449.97,16838.72,755329.24
Fremont-Winema,2011.00,2.00,Sawtimber,Ponderosa Pine,2768.00,5792.74,214612.21,77.53,37.05,9708.63,19586.17,214446.12
Fremont-Winema,2011.00,2.00,Sawtimber,White Fir,352.00,745.41,12411.08,35.24,16.65,5951.92,12744.76,414522.90
Fremont-Winema,2011.00,2.00,Poles,Lodgepole Pine,22.00,42.74,220.40,9.92,5.16,41.40,79.63,404.85
Fremont-Winema,2011.00,2.00,Posts,Juniper,0.00,0.00,0.00,0.00,0.00,6.50,12.50,50.00
Fremont-Winema,2011.00,2.00,Posts,Lodgepole Pine,81.00,156.25,625.00,7.69,4.00,116.05,221.25,885.00
Fremont-Winema,2011.00,2.00,Fuelwood,Fuelwood,1587.00,3051.00,15570.00,9.81,5.10,3225.56,6203.00,31530.00
Fremont-Winema,2011.00,2.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1396.55,2781.50,1143.11
Fremont-Winema,2011.00,2.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,328.65,632.06,9.80
Fremont-Winema,2011.00,2.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1105.63,2161.20,405.39
Gifford Pinchot,2011.00,2.00,Sawtimber,Douglas-fir,6185.00,11854.00,688124.70,111.25,58.05,10691.68,20009.89,655998.59
Gifford Pinchot,2011.00,2.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.02
Gifford Pinchot,2011.00,2.00,Poles,Softwood Other,1.00,1.50,50.00,64.10,33.33,1.09,2.10,70.00
Gifford Pinchot,2011.00,2.00,Posts,Western Red Cedar,1.00,1.93,77.08,77.08,39.94,1.00,1.93,77.08
Gifford Pinchot,2011.00,2.00,Fuelwood,Douglas-fir,107.00,205.70,8107.43,75.79,39.41,81.69,157.10,4847.78
Gifford Pinchot,2011.00,2.00,Fuelwood,Fuelwood,1489.00,2863.65,16845.00,11.31,5.88,1376.82,2647.75,15575.00
Malheur,2011.00,2.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1667.34,3254.76,177543.83
Malheur,2011.00,2.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,405.88,764.48,3447.11
Malheur,2011.00,2.00,Sawtimber,Ponderosa Pine,15.00,28.00,2606.80,179.04,93.10,3538.82,6822.68,174474.45
Malheur,2011.00,2.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,3084.04,5957.39,494877.35
Malheur,2011.00,2.00,Poles,Lodgepole Pine,5.00,8.94,89.40,19.23,10.00,17.11,32.91,329.30
Malheur,2011.00,2.00,Fuelwood,Fuelwood,841.00,1616.70,9510.00,11.31,5.88,1462.58,2812.65,16545.00
Malheur,2011.00,2.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,503.01,1108.50,78243.15
Mount Baker/Snoqualmie,2011.00,2.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1419.42,2646.55,37315.13
Mount Baker/Snoqualmie,2011.00,2.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,544.36,1010.73,12027.99
Mount Baker/Snoqualmie,2011.00,2.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,41.60,80.00,240.00
Mount Baker/Snoqualmie,2011.00,2.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,45.18,84.24,1216.10
Mount Baker/Snoqualmie,2011.00,2.00,Poles,Softwood Other,1.00,2.22,43.66,37.97,19.67,0.62,1.20,23.60
Mount Baker/Snoqualmie,2011.00,2.00,Fuelwood,Fuelwood,670.00,1289.45,15450.00,23.06,11.98,777.48,1495.15,17730.00
Mount Baker/Snoqualmie,2011.00,2.00,Fuelwood,Softwood Other,2.00,4.25,100.00,45.25,23.53,2.21,4.25,100.00
Mount Hood,2011.00,2.00,Sawtimber,Douglas-fir,8151.00,15466.24,148116.88,18.17,9.58,3161.19,5720.85,334583.65
Mount Hood,2011.00,2.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,748.59,1428.42,56379.23
Mount Hood,2011.00,2.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,343.39,666.43,16195.57
Mount Hood,2011.00,2.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,19.17,38.00,1481.62
Mount Hood,2011.00,2.00,Poles,Miscellaneous,0.00,0.00,57.30,121.91,63.67,0.70,1.35,85.95
Mount Hood,2011.00,2.00,Fuelwood,Fuelwood,732.00,1408.45,16570.00,22.63,11.76,1685.35,3241.05,38100.00
Mount Hood,2011.00,2.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,206.44,394.00,183.50
Ochoco,2011.00,2.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,481.22,980.30,3097.75
Ochoco,2011.00,2.00,Sawtimber,Ponderosa Pine,105.00,211.91,4259.39,40.38,20.10,1723.45,3505.11,8465.81
Ochoco,2011.00,2.00,Poles,Lodgepole Pine,1.00,1.05,21.00,38.18,20.00,4.48,8.61,187.60
Ochoco,2011.00,2.00,Fuelwood,Fuelwood,714.00,1374.03,16165.00,22.63,11.76,1312.29,2523.65,29690.00
Ochoco,2011.00,2.00,Fuelwood,Juniper,16.00,31.45,370.00,22.67,11.76,4.42,8.50,100.00
Ochoco,2011.00,2.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,53.96,112.17,34.61
Olympic,2011.00,2.00,Sawtimber,Douglas-fir,1204.00,2268.01,2291.60,1.90,1.01,2318.70,4665.76,30060.91
Olympic,2011.00,2.00,Sawtimber,Western Hemlock,298.00,561.62,567.46,1.90,1.01,5082.02,9657.68,145065.35
Olympic,2011.00,2.00,Posts,Western Red Cedar,1.00,1.25,25.00,38.46,20.00,0.65,1.25,25.00
Olympic,2011.00,2.00,Fuelwood,Fuelwood,901.00,1732.30,10190.00,11.31,5.88,865.00,1663.45,9785.00
Olympic,2011.00,2.00,Fuelwood,Softwood Other,4.00,8.50,50.00,11.31,5.88,8.84,17.00,100.00
Rogue River-Siskiyou,2011.00,2.00,Sawtimber,Douglas-fir,3.00,5.23,196.30,72.17,37.53,4833.25,8882.11,342623.01
Rogue River-Siskiyou,2011.00,2.00,Sawtimber,Ponderosa Pine,1047.00,2249.98,3615.00,3.45,1.61,330.45,710.19,1141.05
Rogue River-Siskiyou,2011.00,2.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,884.26,1389.25,71013.30
Rogue River-Siskiyou,2011.00,2.00,Poles,Miscellaneous,3.00,5.40,180.00,64.52,33.33,3.26,6.27,245.00
Rogue River-Siskiyou,2011.00,2.00,Fuelwood,Fuelwood,612.00,1178.10,13860.00,22.64,11.76,652.83,1255.45,14770.00
